Months,Year,Month_Number,Ecological_State,State_Name,Environmental_Variable,Value
2017-06-01,2017,6,2,Mixed-prokaryote mid-year state,MHW_MeanInt,1.411816293634742
2017-07-01,2017,7,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.6529383231148376
2017-08-01,2017,8,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.33369109723879176
2017-09-01,2017,9,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.1697974478111997
2017-10-01,2017,10,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.011911010343028923
2017-11-01,2017,11,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.028280907397285122
2017-12-01,2017,12,1,Diatom-associated early-year state,MHW_MeanInt,0.02042785731226258
2018-01-01,2018,1,1,Diatom-associated early-year state,MHW_MeanInt,0.03935541851570229
2018-02-01,2018,2,1,Diatom-associated early-year state,MHW_MeanInt,0.4016424355167917
2018-03-01,2018,3,1,Diatom-associated early-year state,MHW_MeanInt,0.37436416743308465
2018-04-01,2018,4,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.6275908929493288
2018-05-01,2018,5,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.341441925904261
2018-06-01,2018,6,2,Mixed-prokaryote mid-year state,MHW_MeanInt,1.6840052510158994
2018-07-01,2018,7,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.5061317696246569
2018-08-01,2018,8,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.5839794343840706
2018-09-01,2018,9,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.004815969240644468
2018-10-01,2018,10,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.31295353965480394
2018-11-01,2018,11,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.5183466505796488
2018-12-01,2018,12,1,Diatom-associated early-year state,MHW_MeanInt,0.39561359526962686
2019-01-01,2019,1,1,Diatom-associated early-year state,MHW_MeanInt,0.24250907104826158
2019-02-01,2019,2,1,Diatom-associated early-year state,MHW_MeanInt,0.39019759093699335
2019-03-01,2019,3,1,Diatom-associated early-year state,MHW_MeanInt,0.46922145847868996
2019-04-01,2019,4,1,Diatom-associated early-year state,MHW_MeanInt,0.19996771019989454
2019-05-01,2019,5,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.3218434778198453
2019-06-01,2019,6,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.6486416429352297
2019-07-01,2019,7,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.6392787016379742
2019-08-01,2019,8,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.26429021773939176
2019-09-01,2019,9,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.1862462831087638
2019-10-01,2019,10,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.2278746195403251
2019-11-01,2019,11,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.34717600408991744
2019-12-01,2019,12,1,Diatom-associated early-year state,MHW_MeanInt,0.7422714398990806
2020-01-01,2020,1,1,Diatom-associated early-year state,MHW_MeanInt,0.5256908951925741
2020-02-01,2020,2,1,Diatom-associated early-year state,MHW_MeanInt,0.8321928858360463
2020-03-01,2020,3,1,Diatom-associated early-year state,MHW_MeanInt,0.2797756691786224
2020-04-01,2020,4,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.33749589129440727
2020-05-01,2020,5,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.7940898807190295
2020-06-01,2020,6,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.07240091692587927
2020-07-01,2020,7,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.94816368616153
2020-08-01,2020,8,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.18022060937887763
2020-09-01,2020,9,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.04349919434957841
2020-10-01,2020,10,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.7744028094968854
2020-11-01,2020,11,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.19089414143662617
2020-12-01,2020,12,1,Diatom-associated early-year state,MHW_MeanInt,0.16589069441227336
2021-01-01,2021,1,1,Diatom-associated early-year state,MHW_MeanInt,0.3507812874328232
2021-02-01,2021,2,1,Diatom-associated early-year state,MHW_MeanInt,0.5379185642697876
2021-03-01,2021,3,1,Diatom-associated early-year state,MHW_MeanInt,0.5441863452316908
2021-04-01,2021,4,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.4786379679358469
2021-05-01,2021,5,3,Prokaryote-dominated late-year state,MHW_MeanInt,1.0572061697617838
2021-06-01,2021,6,2,Mixed-prokaryote mid-year state,MHW_MeanInt,1.2633069721386343
2021-07-01,2021,7,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.5092630884446672
2021-08-01,2021,8,3,Prokaryote-dominated late-year state,MHW_MeanInt,1.2680363063931213
2021-09-01,2021,9,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.4750017453219455
2021-10-01,2021,10,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.24352980858339682
2021-11-01,2021,11,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.3201348810702897
2021-12-01,2021,12,1,Diatom-associated early-year state,MHW_MeanInt,0.2796598752164767
2022-01-01,2022,1,1,Diatom-associated early-year state,MHW_MeanInt,0.20575883573024945
2022-02-01,2022,2,1,Diatom-associated early-year state,MHW_MeanInt,0.5674379165705397
2022-03-01,2022,3,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.8993756772121343
2022-04-01,2022,4,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.5354560562256253
2022-05-01,2022,5,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.9799731723637053
2022-06-01,2022,6,2,Mixed-prokaryote mid-year state,MHW_MeanInt,1.3602922069336003
2022-07-01,2022,7,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.9008160553608004
2022-08-01,2022,8,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.11541643847214986
2022-09-01,2022,9,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.07158131900928709
2022-10-01,2022,10,3,Prokaryote-dominated late-year state,MHW_MeanInt,0.8958207386438475
2022-11-01,2022,11,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.14859356834234305
2022-12-01,2022,12,1,Diatom-associated early-year state,MHW_MeanInt,0.255370443826112
2003-01-01,2003,1,1,Diatom-associated early-year state,MHW_MaxInt,0.014361890529134563
2003-02-01,2003,2,1,Diatom-associated early-year state,MHW_MaxInt,0.02035221118201299
2003-03-01,2003,3,1,Diatom-associated early-year state,MHW_MaxInt,0.005497739170462615
2003-04-01,2003,4,1,Diatom-associated early-year state,MHW_MaxInt,0.306854244801655
2003-05-01,2003,5,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.02382429665650381
2003-06-01,2003,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.09535842573534901
2003-07-01,2003,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.13509503918184776
2003-08-01,2003,8,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.411082859812034
2003-09-01,2003,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.034695474408569224
2003-10-01,2003,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.03173983885616041
2003-11-01,2003,11,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.04102628672073637
2003-12-01,2003,12,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.035763653217332506
2004-01-01,2004,1,1,Diatom-associated early-year state,MHW_MaxInt,0.10659442462690229
2004-02-01,2004,2,1,Diatom-associated early-year state,MHW_MaxInt,0.01612404202518436
2004-03-01,2004,3,1,Diatom-associated early-year state,MHW_MaxInt,0.09872770790312835
2004-04-01,2004,4,1,Diatom-associated early-year state,MHW_MaxInt,0.17486542349785839
2004-05-01,2004,5,1,Diatom-associated early-year state,MHW_MaxInt,0.46726883967569655
2004-06-01,2004,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.825713052696114
2004-07-01,2004,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.511544179146927
2004-08-01,2004,8,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.028967489748725116
2004-09-01,2004,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.0
2004-10-01,2004,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.2561818053616116
2004-11-01,2004,11,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.6839806635153076
2004-12-01,2004,12,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.10239350575477418
2005-01-01,2005,1,1,Diatom-associated early-year state,MHW_MaxInt,0.007680303371841201
2005-02-01,2005,2,1,Diatom-associated early-year state,MHW_MaxInt,0.0
2005-03-01,2005,3,1,Diatom-associated early-year state,MHW_MaxInt,0.1020311938332123
2005-04-01,2005,4,1,Diatom-associated early-year state,MHW_MaxInt,0.16183798424642976
2005-05-01,2005,5,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.9618602975959667
2005-06-01,2005,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.7315935663225134
2005-07-01,2005,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.05551003651915509
2005-08-01,2005,8,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.3568982554055841
2005-09-01,2005,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.3431352510503049
2005-10-01,2005,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.25487824009468174
2005-11-01,2005,11,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.023172945427948607
2005-12-01,2005,12,1,Diatom-associated early-year state,MHW_MaxInt,0.026074900175041573
2006-01-01,2006,1,1,Diatom-associated early-year state,MHW_MaxInt,0.0019627768693183875
2006-02-01,2006,2,1,Diatom-associated early-year state,MHW_MaxInt,0.09601164847967977
2006-03-01,2006,3,1,Diatom-associated early-year state,MHW_MaxInt,0.14171986092501027
2006-04-01,2006,4,1,Diatom-associated early-year state,MHW_MaxInt,0.0
2006-05-01,2006,5,1,Diatom-associated early-year state,MHW_MaxInt,0.3382232530201923
2006-06-01,2006,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.08263707033886256
2006-07-01,2006,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,1.6349535179945713
2006-08-01,2006,8,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.10805255184199433
2006-09-01,2006,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,1.1726177192525575
2006-10-01,2006,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.41049760605478436
2006-11-01,2006,11,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.43820409967933305
2006-12-01,2006,12,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.24054644594521749
2007-01-01,2007,1,1,Diatom-associated early-year state,MHW_MaxInt,1.5553207691570878
2007-02-01,2007,2,1,Diatom-associated early-year state,MHW_MaxInt,0.4068758818507528
2007-03-01,2007,3,1,Diatom-associated early-year state,MHW_MaxInt,0.05581906124249217
2007-04-01,2007,4,1,Diatom-associated early-year state,MHW_MaxInt,0.3283234635785101
2007-05-01,2007,5,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.32043380912486624
2007-06-01,2007,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.5761822606414964
2007-07-01,2007,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,1.0275554480902926
2007-08-01,2007,8,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.25289571147817896
2007-09-01,2007,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.3559957984874523
2007-10-01,2007,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.02999889367566992
2007-11-01,2007,11,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.2336674104487641
2007-12-01,2007,12,1,Diatom-associated early-year state,MHW_MaxInt,0.8011031688397368
2008-01-01,2008,1,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.17871597089840163
2008-02-01,2008,2,1,Diatom-associated early-year state,MHW_MaxInt,0.23042626510343064
2008-03-01,2008,3,1,Diatom-associated early-year state,MHW_MaxInt,0.6934475594782531
2008-04-01,2008,4,1,Diatom-associated early-year state,MHW_MaxInt,0.07513605607092427
2008-05-01,2008,5,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.007341578322515051
2008-06-01,2008,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.9558590780922515
2008-07-01,2008,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.565028368318662
2008-08-01,2008,8,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.48401840207692864
2008-09-01,2008,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.2221931062652008
2008-10-01,2008,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.3926747339348722
2008-11-01,2008,11,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.13267461765672725
2008-12-01,2008,12,1,Diatom-associated early-year state,MHW_MaxInt,0.0919385090725022
2009-01-01,2009,1,1,Diatom-associated early-year state,MHW_MaxInt,0.29779355082193415
2009-02-01,2009,2,1,Diatom-associated early-year state,MHW_MaxInt,0.3947245758017037
2009-03-01,2009,3,1,Diatom-associated early-year state,MHW_MaxInt,0.49518029517455187
2009-04-01,2009,4,1,Diatom-associated early-year state,MHW_MaxInt,0.5322080234808598
2009-05-01,2009,5,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.0961152486375653
2009-06-01,2009,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.2405601903249845
2009-07-01,2009,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.5527462718742084
2009-08-01,2009,8,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.11689258160312811
2009-09-01,2009,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.3317771566537492
2009-10-01,2009,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.2603131150493665
2009-11-01,2009,11,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.03151473521766976
2009-12-01,2009,12,1,Diatom-associated early-year state,MHW_MaxInt,0.005710966587803671
2010-01-01,2010,1,1,Diatom-associated early-year state,MHW_MaxInt,0.035943572866356924
2010-02-01,2010,2,1,Diatom-associated early-year state,MHW_MaxInt,0.01458172384270075
2010-03-01,2010,3,1,Diatom-associated early-year state,MHW_MaxInt,0.0016187736612182538
2010-04-01,2010,4,1,Diatom-associated early-year state,MHW_MaxInt,0.009093565401917416
2010-05-01,2010,5,1,Diatom-associated early-year state,MHW_MaxInt,0.3161260411675853
2010-06-01,2010,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.4959725800354509
2010-07-01,2010,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.9096309731545452
2010-08-01,2010,8,2,Mixed-prokaryote mid-year state,MHW_MaxInt,1.1805450954309702
2010-09-01,2010,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.06529817142255752
2010-10-01,2010,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.002149484930079123
2010-11-01,2010,11,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.003917850451430345
2010-12-01,2010,12,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.07932354281712357
2011-01-01,2011,1,1,Diatom-associated early-year state,MHW_MaxInt,0.15631990558565545
2011-02-01,2011,2,1,Diatom-associated early-year state,MHW_MaxInt,0.0015483184531666723
2011-03-01,2011,3,1,Diatom-associated early-year state,MHW_MaxInt,0.0
2011-04-01,2011,4,1,Diatom-associated early-year state,MHW_MaxInt,0.004192794550478436
2011-05-01,2011,5,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.00810580704495547
2011-06-01,2011,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.19606276451876978
2011-07-01,2011,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.019881134342354834
2011-08-01,2011,8,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.030304819871492278
2011-09-01,2011,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.0
2011-10-01,2011,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.14237329899873222
2011-11-01,2011,11,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.006131710286629152
2011-12-01,2011,12,1,Diatom-associated early-year state,MHW_MaxInt,0.021626535881874902
2012-01-01,2012,1,1,Diatom-associated early-year state,MHW_MaxInt,0.07246262552173954
2012-02-01,2012,2,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.13997967391018035
2012-03-01,2012,3,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.43904995760078097
2012-04-01,2012,4,1,Diatom-associated early-year state,MHW_MaxInt,0.8430544102548653
2012-05-01,2012,5,1,Diatom-associated early-year state,MHW_MaxInt,0.4222519765500476
2012-06-01,2012,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.9009572039702325
2012-07-01,2012,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.27826717570033277
2012-08-01,2012,8,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.0821314960104519
2012-09-01,2012,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.0
2012-10-01,2012,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.0026075041100159188
2012-11-01,2012,11,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.01744910846341491
2012-12-01,2012,12,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.04279675979736313
2013-01-01,2013,1,1,Diatom-associated early-year state,MHW_MaxInt,0.0032023613176269533
2013-02-01,2013,2,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.014389082200601174
2013-03-01,2013,3,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.018450564415395086
2013-04-01,2013,4,1,Diatom-associated early-year state,MHW_MaxInt,0.13451920167349335
2013-05-01,2013,5,1,Diatom-associated early-year state,MHW_MaxInt,0.25538668462788167
2013-06-01,2013,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.8377370909705248
2013-07-01,2013,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,1.2374811556392447
2013-08-01,2013,8,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.08211016537671281
2013-09-01,2013,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.008549225004568192
2013-10-01,2013,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.0
2013-11-01,2013,11,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.0
2013-12-01,2013,12,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.09195500587527755
2014-01-01,2014,1,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.016339573192693295
2014-02-01,2014,2,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.2498212159153643
2014-03-01,2014,3,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.6797794443120697
2014-04-01,2014,4,1,Diatom-associated early-year state,MHW_MaxInt,0.1808587758677439
2014-05-01,2014,5,1,Diatom-associated early-year state,MHW_MaxInt,0.6675087353539205
2014-06-01,2014,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.56513623005126
2014-07-01,2014,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.34203413412790995
2014-08-01,2014,8,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.08174395543515565
2014-09-01,2014,9,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.007001314704726704
2014-10-01,2014,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.03670782363698904
2014-11-01,2014,11,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.0
2014-12-01,2014,12,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.0035584981840003117
2015-01-01,2015,1,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.0012520400268499622
2015-02-01,2015,2,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.23679750529303756
2015-03-01,2015,3,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.3618852606432277
2015-04-01,2015,4,1,Diatom-associated early-year state,MHW_MaxInt,0.4750848636760531
2015-05-01,2015,5,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.438805639200904
2015-06-01,2015,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.25704212505899315
2015-07-01,2015,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.40094509146511875
2015-08-01,2015,8,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.060168310804180884
2015-09-01,2015,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.022541539952381413
2015-10-01,2015,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.20438289201262336
2015-11-01,2015,11,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.0603108396155922
2015-12-01,2015,12,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.11043975272813668
2016-01-01,2016,1,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.002203681218765404
2016-02-01,2016,2,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.12338884820305687
2016-03-01,2016,3,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.1399121429539458
2016-04-01,2016,4,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.4470663180108907
2016-05-01,2016,5,1,Diatom-associated early-year state,MHW_MaxInt,0.467429863593023
2016-06-01,2016,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,2.344567800383053
2016-07-01,2016,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,1.145883849220778
2016-08-01,2016,8,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.3094788396661888
2016-09-01,2016,9,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.552627588841635
2016-10-01,2016,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.3434535500205877
2016-11-01,2016,11,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.23387579018536386
2016-12-01,2016,12,1,Diatom-associated early-year state,MHW_MaxInt,0.6078663840815081
2017-01-01,2017,1,1,Diatom-associated early-year state,MHW_MaxInt,0.06340233001379636
2017-02-01,2017,2,1,Diatom-associated early-year state,MHW_MaxInt,0.23696033547900913
2017-03-01,2017,3,1,Diatom-associated early-year state,MHW_MaxInt,0.4322390918852876
2017-04-01,2017,4,1,Diatom-associated early-year state,MHW_MaxInt,1.1977620370368731
2017-05-01,2017,5,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.9910794833683821
2017-06-01,2017,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,1.950262775232028
2017-07-01,2017,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.8507997215940255
2017-08-01,2017,8,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.42434646812552573
2017-09-01,2017,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.20997853421488438
2017-10-01,2017,10,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.015201109080580541
2017-11-01,2017,11,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.03390357100839762
2017-12-01,2017,12,1,Diatom-associated early-year state,MHW_MaxInt,0.026672073141425855
2018-01-01,2018,1,1,Diatom-associated early-year state,MHW_MaxInt,0.05138891296937703
2018-02-01,2018,2,1,Diatom-associated early-year state,MHW_MaxInt,0.5467363565236376
2018-03-01,2018,3,1,Diatom-associated early-year state,MHW_MaxInt,0.47125458299723555
2018-04-01,2018,4,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.8459992666537223
2018-05-01,2018,5,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.42441122546138704
2018-06-01,2018,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,2.3617158860606247
2018-07-01,2018,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.6202320222793107
2018-08-01,2018,8,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.7039982859907801
2018-09-01,2018,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.005469319867654717
2018-10-01,2018,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.4604752735238746
2018-11-01,2018,11,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.6822626697252815
2018-12-01,2018,12,1,Diatom-associated early-year state,MHW_MaxInt,0.5405428998476298
2019-01-01,2019,1,1,Diatom-associated early-year state,MHW_MaxInt,0.3225022720363683
2019-02-01,2019,2,1,Diatom-associated early-year state,MHW_MaxInt,0.5252935925098052
2019-03-01,2019,3,1,Diatom-associated early-year state,MHW_MaxInt,0.5933591118586262
2019-04-01,2019,4,1,Diatom-associated early-year state,MHW_MaxInt,0.2616295715508786
2019-05-01,2019,5,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.4192784715341252
2019-06-01,2019,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.8428768731317627
2019-07-01,2019,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.7872942896240662
2019-08-01,2019,8,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.31547584031270953
2019-09-01,2019,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.27346869926249945
2019-10-01,2019,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.3020362520408734
2019-11-01,2019,11,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.4855328773474073
2019-12-01,2019,12,1,Diatom-associated early-year state,MHW_MaxInt,0.968915388830481
2020-01-01,2020,1,1,Diatom-associated early-year state,MHW_MaxInt,0.6961652960013773
2020-02-01,2020,2,1,Diatom-associated early-year state,MHW_MaxInt,1.104176748435502
2020-03-01,2020,3,1,Diatom-associated early-year state,MHW_MaxInt,0.35778707959170125
2020-04-01,2020,4,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.43584510948572813
2020-05-01,2020,5,2,Mixed-prokaryote mid-year state,MHW_MaxInt,1.00006088405389
2020-06-01,2020,6,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.08939265861016531
2020-07-01,2020,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,1.1874932060463397
2020-08-01,2020,8,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.2191604736852247
2020-09-01,2020,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.05287291397194112
2020-10-01,2020,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,1.0209420343227336
2020-11-01,2020,11,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.24154782202847283
2020-12-01,2020,12,1,Diatom-associated early-year state,MHW_MaxInt,0.24147117805230542
2021-01-01,2021,1,1,Diatom-associated early-year state,MHW_MaxInt,0.4853081415556199
2021-02-01,2021,2,1,Diatom-associated early-year state,MHW_MaxInt,0.7337442323637492
2021-03-01,2021,3,1,Diatom-associated early-year state,MHW_MaxInt,0.6683248730109358
2021-04-01,2021,4,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.6216029002586254
2021-05-01,2021,5,3,Prokaryote-dominated late-year state,MHW_MaxInt,1.380299232330639
2021-06-01,2021,6,2,Mixed-prokaryote mid-year state,MHW_MaxInt,1.6815580639196221
2021-07-01,2021,7,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.6498531456544163
2021-08-01,2021,8,3,Prokaryote-dominated late-year state,MHW_MaxInt,1.7881470334423337
2021-09-01,2021,9,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.6443926458282395
2021-10-01,2021,10,3,Prokaryote-dominated late-year state,MHW_MaxInt,0.3068498764343668
2021-11-01,2021,11,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.4046143721695898
2021-12-01,2021,12,1,Diatom-associated early-year state,MHW_MaxInt,0.3520927700338486
2022-01-01,2022,1,1,Diatom-associated early-year state,MHW_MaxInt,0.279697959797919
